,Art Title,Movement,Name
43958,zimsko-jutro-1911,Impressionism,ivan-grohar
43959,dressing-the-dead-girl-dressing-the-bride,Realism,gustave-courbet
43960,dear-taras-hryhorovych-whatever-you-see-here-is-yours-1982,Naive Art Primitivism,maria-primachenko
43961,summer-day,Realism,johan-hendrik-weissenbruch
43962,crucifixion-1492,High Renaissance,michelangelo
43963,an-exedra-1869,Romanticism,sir-lawrence-alma-tadema
43964,abegg-triptych,Northern Renaissance,rogier-van-der-weyden
43965,portrait-of-the-great-elector-john-frederick-of-saxony,Mannerism Late Renaissance,titian
43966,girl-in-a-landscape-1965,Contemporary Realism,fairfield-porter
43967,picasso-1971,Expressionism,grã©goire-michonze
43968,view-of-a-street-in-sterbro-outside-copenhagen-morning-light-1836,Romanticism,christen-kobke
43969,mother-and-baby,Ukiyo e,utagawa-kunisada-ii
43970,seraphim-1896-1,Romanticism,viktor-vasnetsov
43971,self-portrait-as-a-young-man-1634,Baroque,rembrandt
43972,adoration-of-the-shepherds,Baroque,bartolome-esteban-murillo
43973,human-pardon-1881,Symbolism,felicien-rops
43974,fisherman-on-the-beach-1882(1),Realism,vincent-van-gogh
43975,french-writer-alexandre-dumas-1895,Art Nouveau Modern,felix-vallotton
43976,untitled-1956,Abstract Expressionism,morris-louis
43977,portrait-of-a-suvorina,Romanticism,konstantin-makovsky
43978,self-portrait-in-the-age-of-an-old-man,Ukiyo e,katsushika-hokusai
43979,newfields-new-hampshire,Impressionism,childe-hassam
43980,self-portrait-1,Baroque,anthony-van-dyck
43981,brussels-students,Impressionism,jan-toorop
43982,self-portrait-1914,Naive Art Primitivism,marc-chagall
43983,untitled-1973,Color Field Painting,helen-frankenthaler
43984,seascape-1,Impressionism,eugene-boudin
43985,untitled-1971,Abstract Expressionism,john-mccracken
43986,how-to-look-at-modern-art-1946,Expressionism,ad-reinhardt
43987,nude-with-red-turban-1926,Expressionism,bela-czobel
43988,corner-of-a-garden-sun,Post Impressionism,natalia-goncharova
43989,fortitude-and-justice-1743,Rococo,giovanni-battista-tiepolo
43990,portrait-of-fiddler-v-g-walter-1902,Realism,grigoriy-myasoyedov
43991,pawnee,Abstract Expressionism,paul-jenkins
43992,louvre-1961,Abstract Expressionism,mark-tobey
43993,elbrus-in-the-daytime,Impressionism,arkhip-kuindzhi
43994,man-on-a-balcony-portrait-of-dr-th-o-morinaud-1912,Cubism,albert-gleizes
43995,apollo-and-daphne-1845,Romanticism,theodore-chasseriau
43996,hu-i-slums-houses,Impressionism,adam-baltatu
43997,untitled-8,Color Field Painting,mark-rothko
43998,jeanne-hebuterne-in-front-of-a-door-1919,Expressionism,amedeo-modigliani
43999,annuli-reading-1923,Expressionism,helene-schjerfbeck
44000,torso,Naive Art Primitivism,fernando-botero
44001,algiers-landscape-1895,Impressionism,pierre-auguste-renoir
44002,the-woods-and-creek,Realism,charles-francois-daubigny
44003,the-card-players-1893,Post Impressionism,henri-de-toulouse-lautrec
44004,the-art-of-painting,Baroque,johannes-vermeer
44005,the-martyrdom-of-st-livinus,Baroque,peter-paul-rubens
44006,rainy-landscape-ii-1977,Cubism,nikos-hadjikyriakos-ghikas
44007,rio-dei-mendicanti-venice,Impressionism,john-singer-sargent
44008,happy-pierrot,Rococo,antoine-watteau
44009,portrait-of-grand-princess-maria-nikolayevna,Impressionism,konstantin-makovsky
44010,spoonbridge-and-cherry-collaboration-with-van-bruggen-1988,Pop Art,claes-oldenburg
44011,atlantique-verticale-rouge-1992,Minimalism,genevieve-asse
44012,scene-of-peace-offerings-noah-s-drunkenness-and-shame-1448,Early Renaissance,paolo-uccello
44013,pasture-by-the-seine,Post Impressionism,alfred-sisley
44014,the-lady-on-the-horse-1901,Symbolism,alfred-kubin
44015,cypresses-on-a-seashore-the-crimea-1887,Impressionism,arkhip-kuindzhi
44016,untitled-tokyo-1969,Color Field Painting,sam-francis
44017,the-beheading-of-john-the-baptis-1465,Early Renaissance,filippo-lippi
44018,little-russian-bride,Romanticism,fyodor-solntsev
44019,beach-scene-at-trouville-1,Impressionism,eugene-boudin
44020,the-scarlet-pastorale,Art Nouveau Modern,aubrey-beardsley
44021,the-sun-glorifies-souls,Romanticism,gustave-dore
44022,portrait-of-the-poet-afanasy-fet-1882,Realism,ilya-repin
44023,a-road-through-the-trees-1870,Realism,camille-corot
44024,notre-dame-quai-saint-michel-2,Impressionism,antoine-blanchard
44025,naked-portrait-1,Expressionism,lucian-freud
44026,portrait-of-george-de-ligne-gregory-1793,Rococo,john-russell
44027,drag-johnson-and-mao-1967,Pop Art,jim-dine
44028,standard-study-3-1963,Pop Art,edward-ruscha
44029,deco-lady-1983,Pop Art,peter-max
44030,summer-evening-wheatfield-with-setting-sun-1888,Post Impressionism,vincent-van-gogh
44031,staffelalp-by-moonlight,Expressionism,ernst-ludwig-kirchner
44032,in-church,Realism,james-tissot
44033,wally-with-a-red-blouse,Expressionism,egon-schiele
44034,a-night-feast-over-a-thousand-years,Fauvism,wu-guanzhong
44035,the-cour-d-albane-grey-weather,Impressionism,claude-monet
44036,autumn,Impressionism,arkhip-kuindzhi
44037,portrait-of-samuel-murray-1889,Realism,thomas-eakins
44038,antheor-bay-1907,Fauvism,louis-valtat
44039,joseph-with-infant-chris-1666,Baroque,bartolome-esteban-murillo
44040,view-of-notre-dame-1914,Expressionism,henri-matisse
44041,st-barts-10-1991,Abstract Expressionism,brice-marden
44042,the-musicians,Cubism,vicente-manansala
44043,the-model-squatting-1919,Post Impressionism,pyotr-konchalovsky
44044,airborn-1959,Abstract Expressionism,morris-louis
44045,portrait-of-alexander-golovin-1907,Realism,boris-kustodiev
44046,the-salon-de-la-rue-des-moulins-1894,Post Impressionism,henri-de-toulouse-lautrec
44047,picture-1974,Abstract Expressionism,basil-beattie
44048,a-peasant-and-three-bustlength-figures-1515,Northern Renaissance,hieronymus-bosch
44049,ecce-homo-1,Mannerism Late Renaissance,titian
44050,women-dominating-landscapes-1903-1,Art Nouveau Modern,raphael-kirchner
44051,sir-galahad-the-quest-of-the-holy-grail-1870,Romanticism,arthur-hughes
44052,christ-nailed-to-the-cross-the-third-hour,Symbolism,william-blake
44053,deer-shelter-1868,Realism,gustave-courbet
44054,lied-i-1914,Symbolism,albert-bloch
44055,girl-in-the-sunlight-portrait-of-m-simonovich-1888,Impressionism,valentin-serov
44056,the-farmer-1894,Impressionism,max-liebermann
44057,may-i-give-this-ukrainian-bread-to-all-people-in-this-big-wide-world-1982,Naive Art Primitivism,maria-primachenko
44058,promenada-parizian-1947,Impressionism,lucia-demetriade-balacescu
44059,portrait-of-a-venetian-admiral,Mannerism Late Renaissance,tintoretto
44060,palm-tree-1,Expressionism,m.c.-escher
44061,maternity-1935,Post Impressionism,henri-catargi
44062,portrait-of-two-girls,Expressionism,marevna-(marie-vorobieff)
44063,christ-with-red-thorns,Symbolism,odilon-redon
44064,back-the-girl,Realism,salvador-dali
44065,in-the-children-s-1925,Symbolism,kuzma-petrov-vodkin
44066,sour-ball-beat-1964,Color Field Painting,gene-davis
44067,angelica-carving-medoro-s-name-on-a-tree-1757,Rococo,giovanni-battista-tiepolo
44068,flowers-in-a-bowl-1886,Realism,henri-fantin-latour
44069,women-s-figures-in-the-park,Impressionism,giovanni-boldini
44070,allegory-of-music-1522,High Renaissance,dosso-dossi
44071,the-candlestick-1911,Analytical Cubism,georges-braque
44072,old-woman-cutting-bread,Baroque,gerrit-dou
44073,the-boy-with-a-sword-1862,Realism,edouard-manet
44074,saints-margaret-and-apollonia-1450,Northern Renaissance,rogier-van-der-weyden
44075,fruit-and-a-jug-on-a-table-1918,Synthetic Cubism,jean-metzinger
44076,young-woman-trying-earrings-1654,Baroque,rembrandt
44077,armchair-1951,Cubism,alekos-kontopoulos
44078,ararat-from-byurakan-1957,Symbolism,martiros-saryan
44079,not,Ukiyo e,utagawa-kunisada
44080,still-life-with-holbein-bowl-nautilus-cup-glass-goblet-and-fruit-dish-detail-1678,Baroque,willem-kalf
44081,tristram-and-isolde-drinking-the-love-potion-1867,Romanticism,dante-gabriel-rossetti
44082,marusia-1960,Post Impressionism,david-burliuk
44083,peinture-324-x-362-cm-1985-polyptyque-c-1985,Minimalism,pierre-soulages
44084,kaunas-saric-church-1930,Symbolism,mstislav-dobuzhinsky
44085,serrieres,Cubism,albert-gleizes
44086,at-the-jonction,Romanticism,ferdinand-hodler
44087,an-old-peasant,Realism,nikolai-ge
44088,psihdja-sahpa-yanktonian-indian-1833,Romanticism,karl-bodmer
44089,woman-with-guitar-and-piano-1911,Analytical Cubism,pablo-picasso
44090,a-bridge-across-a-deep-gorge,Ukiyo e,hiroshige
44091,late-afternoon-in-the-bluebonnets-s-w-texas-1913,Impressionism,robert-julian-onderdonk
44092,self-portrait-1781,Rococo,louise-elisabeth-vigee-le-brun
44093,flora-pool-in-versailles-1906(1),Post Impressionism,alexandre-benois
44094,spring-plowing-1916,Expressionism,edvard-munch
44095,the-painter-s-garden-2004,Expressionism,lucian-freud
44096,whetting-the-scythe,Expressionism,kathe-kollwitz
44097,studio,Post Impressionism,periklis-vyzantios
44098,epitaph-painting-5-2001,Abstract Expressionism,brice-marden
44099,diana-and-her-companions,Baroque,johannes-vermeer
44100,woman-with-basket-of-beans-in-the-kitchen-garden-1651,Baroque,pieter-de-hooch
44101,envelope-for-the-score-to-the-opera-julius-bittner-s-opera-the-musician-1909,Art Nouveau Modern,koloman-moser
44102,man-with-lamb-man-eating-watermelon-and-flutist-1967,Naive Art Primitivism,pablo-picasso
44103,red-cross-nurses-handing-out-wool-for-knitting-1942(1),Naive Art Primitivism,william-h.-johnson
44104,winter-landscape-1879,Impressionism,paul-gauguin
44105,woman-cutting-roses-in-a-garden-1889,Impressionism,childe-hassam
44106,izborsk-towers-1903-1,Art Nouveau Modern,nicholas-roerich
44107,pansies-1915,Expressionism,charles-demuth
44108,series-painting-7-1966,Color Field Painting,ronnie-landfield
44109,petrarch-by-the-fountain-of-vaucluse,Symbolism,arnold-bã¶cklin
44110,the-album-circus-1950-19,Naive Art Primitivism,fernand-leger
44111,the-four-evangelists,Baroque,peter-paul-rubens
44112,cafe-neon-at-night-1965,New Realism,yiannis-tsaroychis
44113,organ-grinder-1910,Naive Art Primitivism,niko-pirosmani
44114,the-lute-1943,Expressionism,henri-matisse
44115,in-the-bois-de-boulogne,Post Impressionism,henri-de-toulouse-lautrec
44116,fair-booths-on-admiralty-square-st-petersburg,Realism,konstantin-makovsky
44117,apostle-st-matthew,Mannerism Late Renaissance,el-greco
44118,elegant-on-the-boulevards,Impressionism,alfred-stevens
44119,inn-with-drunken-peasants,Baroque,adriaen-brouwer
44120,bathing-1917,Symbolism,zinaida-serebriakova
44121,st-peter-escapes-with-the-angel-from-the-liberation-of-saint-peter-in-the-stanza-d-eliodoro-1514,High Renaissance,raphael
44122,hummingbird-1978,Minimalism,gene-davis
44123,man-and-woman-beneath-a-tree,Post Impressionism,edouard-vuillard
44124,po-me-de-l-me-8-cauchemar,Symbolism,louis-janmot
44125,view-of-the-water-rural-landscape-with-a-lake-1947,Post Impressionism,david-burliuk
44126,madonna-of-mercy-with-kneeling-friars,Early Renaissance,fra-angelico
44127,birth-1912,Cubism,marc-chagall
44128,in-the-balance,Symbolism,odilon-redon
44129,chrysanthemums-1889,Realism,henri-fantin-latour
44130,composition-la-carte-de-france-1931,Expressionism,john-ferren
44131,the-bay-of-naples-early-in-the-morning-1897,Romanticism,ivan-aivazovsky
44132,the-sideboard-1917,Synthetic Cubism,juan-gris
44133,he-strange-light-1984,Expressionism,george-mavroides
44134,portrait-of-a-young-man,Northern Renaissance,rogier-van-der-weyden
44135,two-branches-with-leaves(1),Romanticism,eugene-delacroix
44136,bouquet-of-flowers-2,Realism,odilon-redon
44137,clearing-back,Impressionism,nicolae-grigorescu
44138,frank-jay-st-john-1900,Realism,thomas-eakins
44139,king-george-iii,Rococo,allan-ramsay
44140,innenansicht-der-b-rse-handelsbeurs-von-antwerpen,Realism,maxime-lalanne
44141,still-life-with-oranges-1911,Cubism,auguste-herbin
44142,pine-on-sand-1884,Realism,ivan-shishkin
44143,fairy-tale-1904,Symbolism,martiros-saryan
44144,unknown-title-26,Expressionism,ligia-macovei
44145,electric-madonna-1926,Cubism,m.-h.-maxy
44146,balchik-1938,Impressionism,vasile-popescu
44147,venus-frigida,Baroque,peter-paul-rubens
44148,ice-floes-misty-morning,Impressionism,claude-monet
44149,a-worker-with-the-lamp-1951,Naive Art Primitivism,fernand-leger
44150,bethmann-hollweg,Impressionism,max-liebermann
44151,pittura-bl-1993,Minimalism,pino-pinelli
44152,lucretia-1642,Baroque,artemisia-gentileschi
44153,cross-jews-across-black-sea,Art Nouveau Modern,wilhelm-kotarbinski
44154,unknown-title-15,Fauvism,fikret-mualla-saygi
44155,portrait-of-ekaterina-petrovna-rostopchina-1822,Romanticism,orest-kiprensky
44156,two-dancers-in-green-skirts-landscape-scener,Impressionism,edgar-degas
44157,the-night-school-1665,Baroque,gerrit-dou
44158,schiele-s-room-in-neulengbach-1911,Expressionism,egon-schiele
44159,a-fort,Romanticism,pavel-svinyin
44160,byzantium-iii-1958,Abstract Expressionism,theodoros-stamos
44161,lady-eden-1906,Realism,john-singer-sargent
44162,at-the-market-1912,Impressionism,nicolae-vermont
44163,portrait-of-a-woman,Northern Renaissance,hans-holbein-the-younger
44164,the-guitar-1913,Synthetic Cubism,juan-gris
44165,suicide-of-lucretia-1518,Northern Renaissance,albrecht-durer
44166,portrait-of-fra-gregorio-belo-di-vicenza-1548,High Renaissance,lorenzo-lotto
44167,tommaso-portinari-and-his-wife,Northern Renaissance,hans-memling
44168,portrait-of-an-unknown-woman-with-a-kerchief-on-her-neck-1829,Romanticism,orest-kiprensky
44169,manoah-and-his-wife-offering-a-sacrifice-saw-the-angel-of-the-lord-flying-in-the-flame-judges,Naive Art Primitivism,marc-chagall
44170,figure-1951-1,Expressionism,yiannis-moralis
44171,the-flood,Early Renaissance,paolo-uccello
44172,woman-from-algiers-with-windhund-1854(1),Romanticism,eugene-delacroix
44173,brigand-murdering-a-woman-1800,Romanticism,francisco-goya
44174,untitled,Cubism,andre-derain
44175,christ-driving-the-merchants-from-the-temple-1873,Realism,vasily-surikov
44176,coachman-feeds-a-horses,Naive Art Primitivism,marc-chagall
44177,fallow-ground-1981,Post Impressionism,sorin-ilfoveanu
44178,young-girl-playing-mandolin-1845,Realism,jean-francois-millet
44179,birds-in-a-gorge-1916,Naive Art Primitivism,andre-bauchant
44180,lakeshore-1884,Realism,ivan-shishkin
44181,dracula,Pop Art,andy-warhol
44182,spanish-boy-1910,Fauvism,pyotr-konchalovsky
44183,katharina-luther-1526,Northern Renaissance,lucas-cranach-the-elder
44184,l-escale-1913,Cubism,andrã©-lhote
44185,two-figures-on-a-beach-with-a-boat-1845,Romanticism,william-turner
44186,firecracker-1968,Color Field Painting,gene-davis
44187,hotel-window,New Realism,edward-hopper
44188,by-the-riverside,Realism,isaac-levitan
44189,joy,Naive Art Primitivism,edith-vonnegut
44190,haystacks-near-a-farm-1888(1),Post Impressionism,vincent-van-gogh
44191,peter-schlemihl-s-remarkable-story,Expressionism,ernst-ludwig-kirchner
44192,floraison,Art Nouveau Modern,ferdinand-hodler
44193,still-life-with-seashell-1972,Post Impressionism,henri-catargi
44194,italian-night-sketch-for-the-curtain-in-russian-private-opera-1891,Symbolism,mikhail-vrubel
44195,self-portrait-with-spread-fingers-1909,Art Nouveau Modern,egon-schiele
44196,the-studio-iv-1950,Expressionism,georges-braque
44197,ship-in-a-storm-1887,Romanticism,ivan-aivazovsky
44198,portrait-of-a-young-lady,Impressionism,berthe-morisot
44199,siberian-fairy-tale-1902,Symbolism,alfred-kubin
44200,birch-grove-1878,Realism,ivan-shishkin
44201,swan-accordion-and-mercury-1994,Contemporary Realism,philip-pearlstein
44202,in-rage-which-he-felt-to-the-idolatry-of-the-chosen-people-of-god-moses-broken-the-tablets-of,Naive Art Primitivism,marc-chagall
44203,visitors,Impressionism,nikolay-bogdanov-belsky
44204,two-guitarists-and-singer-1910,Expressionism,pyotr-konchalovsky
44205,near-the-water-1896,Symbolism,gustave-moreau
44206,portrait-of-a-woman-la-muta-1507,High Renaissance,raphael
44207,cliff-near-dieppe-2-1,Impressionism,claude-monet
44208,sex-position-69,Symbolism,felicien-rops
44209,nature-morte-de-fleurs-et-fruits,Impressionism,andre-dunoyer-de-segonzac
44210,infant-in-seat-1902,Expressionism,paula-modersohn-becker
44211,the-plaster-torso-1919,Post Impressionism,henri-matisse
44212,still-life-candlestick-and-the-tube-on-a-red-background-1947,Post Impressionism,pyotr-konchalovsky
44213,first-barrel-organ-player-costume-design(1),Art Nouveau Modern,alexandre-benois
44214,woman-with-a-parasol-1872,Impressionism,pierre-auguste-renoir
44215,still-life-of-flowers-1863,Realism,gustave-courbet
44216,the-cowboy-1902,Impressionism,frederic-remington
44217,the-death-of-general-montgomery-in-the-attack-on-quebec-1786,Romanticism,john-trumbull
44218,naked-model-in-the-workshop-1913,Cubism,fernand-leger
44219,seated-nude-1918,Fauvism,ilya-mashkov
44220,awakening-1982,Romanticism,alexander-shilov
44221,portrait-of-paul-alexander,Expressionism,amedeo-modigliani
44222,head-of-a-woman-12,Realism,vincent-van-gogh
44223,lovers-1,Expressionism,ernst-ludwig-kirchner
44224,robert-price,Rococo,thomas-gainsborough
44225,paddy-field,Impressionism,abdullah-suriosubroto
44226,still-life-with-onions-1987,Fauvism,mary-fedden
44227,flemish-kermess-1640,Baroque,david-teniers-the-younger
44228,harlequin-and-death,Art Nouveau Modern,konstantin-somov
44229,gdwf-2004,Abstract Expressionism,paul-reed
44230,italian-girl-with-flowers-1886,Impressionism,joaquã­n-sorolla
44231,perspective-study-of-mazzocchio,Early Renaissance,paolo-uccello
44232,three-dancers-3,Impressionism,edgar-degas
44233,portrait-of-o-konchalovskaya-1909,Fauvism,pyotr-konchalovsky
44234,piet-of-canon-luis-despl-detail-1490,Early Renaissance,bartolome-bermejo
44235,still-life-with-artichokes-1956,Post Impressionism,le-pho
44236,terre-brulee-1976,Abstract Expressionism,raoul-ubac
44237,the-giudecca-canal-with-the-zattere,Baroque,francesco-guardi
44238,portrait-of-unknown-woman-with-violet-dress-1846,Realism,taras-shevchenko
44239,street-scene-1895-1,Art Nouveau Modern,felix-vallotton
44240,girls-lightened-by-sun-1901,Realism,vladimir-makovsky
44241,autumn-on-the-seine-at-argenteuil,Impressionism,claude-monet
44242,peasant-woman-head-1885-4,Realism,vincent-van-gogh
44243,illustration-for-the-tale-of-prince-ivan-the-firebird-and-the-grey-wolf-1899(1),Art Nouveau Modern,ivan-bilibin
44244,oberon-titania-and-puck-with-fairies-dancing(1),Symbolism,william-blake
44245,view-of-roofs-and-backs-of-houses-1886,Post Impressionism,vincent-van-gogh
44246,figure-from-greek-antiquity-diptych,Expressionism,konstantinos-parthenis
44247,a-bouquet-of-paper-roses-1912,Impressionism,konstantin-korovin
44248,invocation-to-muhammad,Romanticism,gustave-dore
44249,baffin-1961,Minimalism,walter-darby-bannard
44250,two-women-working-in-wheat-field-1890,Post Impressionism,vincent-van-gogh
44251,the-hidden-side-of-a-whist-party-illustration-from-les-diaboliques-by-jules-amedee-barbey-d-1886,Symbolism,felicien-rops
44252,the-four-horsemen-of-the-apocalypse-1937,Expressionism,arturo-souto
44253,the-wave-1902,Symbolism,frantisek-kupka
44254,triumphal-arch-5,Post Impressionism,edouard-cortes
44255,country-fair-1926,Realism,boris-kustodiev
44256,portrait-of-jean-francois-duval-1816,Romanticism,orest-kiprensky
44257,the-fever,Ukiyo e,tsukioka-yoshitoshi
44258,barge-haulers-on-the-volga-1871,Realism,aleksey-savrasov
44259,at-gennelle-absinthe-drinker-1886,Post Impressionism,henri-de-toulouse-lautrec
44260,the-bell-inn-1805,Romanticism,john-crome
44261,gursuf-1879,Realism,ivan-shishkin
44262,black-and-red-1953,Color Field Painting,sam-francis
44263,select-o-mat-corolla-1972,Pop Art,peter-phillips
44264,the-nativity,Romanticism,gustave-dore
44265,group-of-men,Northern Renaissance,rogier-van-der-weyden
44266,young-woman-leaning-on-a-ledge,Rococo,joshua-reynolds
44267,family-group-1911,Impressionism,william-james-glackens
44268,the-garden-of-earthly-delights-1516-3,Northern Renaissance,hieronymus-bosch
44269,autumn-forest-1876,Realism,ivan-shishkin
44270,bowlers-la-ciotat-1930,Impressionism,william-james-glackens
44271,the-roadside-inn-1792,Rococo,george-morland
44272,old-harbor-1931,Symbolism,konstantin-bogaevsky
44273,ios-1957,Color Field Painting,paul-feeley
44274,paper-bag-1968,Pop Art,alex-hay
44275,dominique-vivant-denon,Romanticism,pierre-paul-prud'hon
44276,madonna-with-child-1,Early Renaissance,filippo-brunelleschi
44277,sarda-i-2001,Color Field Painting,gotthard-graubner
44278,le-corne-d-or-le-pont-1907,Pointillism,paul-signac
44279,christ-in-gethsemane-1878,Realism,vasily-perov
44280,the-pet-canary,Impressionism,william-merritt-chase
44281,indian-church-1929,Post Impressionism,emily-carr
44282,a-man-seated-by-a-stream,Impressionism,john-singer-sargent
44283,portrait-of-coppenol-1658,Baroque,rembrandt
44284,portrait-of-mrs-francis-stanton-blake-1908(1),Realism,julius-leblanc-stewart
44285,kakheti-epic-alazani-valley-6,Naive Art Primitivism,niko-pirosmani
44286,bogatyr-volga-illustration-for-the-epic-volga-1903(1),Art Nouveau Modern,ivan-bilibin
44287,portrait-of-an-unknown-woman-1790,Baroque,aleksey-antropov
44288,girl-with-a-dove-1754,Rococo,antoine-pesne
44289,portrait-of-coco-and-flowers,Impressionism,pierre-auguste-renoir
44290,fishermen-in-a-boat-1865,Realism,camille-corot
44291,peasant-and-horse-1910,Naive Art Primitivism,david-burliuk
44292,head-of-the-man,Naive Art Primitivism,pablo-picasso
44293,a-distinguished-member-of-the-humane-society,Romanticism,edwin-henry-landseer
44294,study-for-red-oak-1917,Impressionism,homer-watson
44295,pieta,High Renaissance,lorenzo-lotto
44296,basilica-of-constantine-1828,Romanticism,camille-corot
44297,the-port-of-bordeaux-1876,Impressionism,eugene-boudin
44298,madonna-on-the-turf-bench,Northern Renaissance,martin-schongauer
44299,mabel-marquand-mrs-henry-galbraith-ward,Realism,john-singer-sargent
44300,officer-and-laughing-girl,Baroque,johannes-vermeer
44301,woman-sewing-1881,Impressionism,camille-pissarro
44302,view-of-salisbury-cathedral-from-the-bishop-s-grounds,Romanticism,john-constable
44303,st-paulpreachingtothethessalonians,Romanticism,gustave-dore
44304,byurakan-study-1958,Realism,martiros-saryan
44305,running-away-the-mother-of-god-into-egypt,Northern Renaissance,pieter-bruegel-the-elder
44306,caligula-depositing-the-ashes-of-his-mother-and-brother-in-the-tomb-of-his-ancestors,Baroque,eustache-le-sueur
44307,muliere-peccatrici-remittuntur-peccata-multa-1967,Symbolism,salvador-dali
44308,la-rotonda-di-palmieri-1866,Impressionism,giovanni-fattori
44309,the-manneport-at-high-tide,Impressionism,claude-monet
44310,nude-1919(1),Cubism,rene-magritte
44311,plowed-field,Impressionism,edgar-degas
44312,the-dutch-housewife-or-the-woman-hanging-a-cockerel-in-the-window-1650,Baroque,gerrit-dou
44313,the-murder-of-anna-rosa-caderonne-2,Naive Art Primitivism,fernando-botero
44314,salon-1,Romanticism,william-turner
44315,standing-nude-1889,Impressionism,pierre-auguste-renoir
44316,the-immaculate-conception-1768,Rococo,giovanni-battista-tiepolo
44317,dead-christ-supported-by-angels-1485-1,Early Renaissance,giovanni-bellini
44318,virgin-and-child-with-the-infant-st-john-the-baptistbetween-1500(1),Early Renaissance,sandro-botticelli
44319,head-of-child-portrait-of-the-son-konstantin,Romanticism,konstantin-makovsky
44320,portrait-of-a-stylist-germinal-rangel,Cubism,marevna-(marie-vorobieff)
44321,the-rescue-1857,Romanticism,ivan-aivazovsky
44322,girl-and-cat-1937,Expressionism,balthus
44323,n-paar-ou-skoene-2000,Expressionism,gregoire-boonzaier
44324,archangel-raphael-with-tobias,High Renaissance,pietro-perugino
44325,strenges-urteil-1904,Art Nouveau Modern,raphael-kirchner
44326,not-identified-1948,Post Impressionism,moise-kisling
44327,the-goldweigher-s-field-1651,Baroque,rembrandt
44328,the-eastern-railway-station-at-night-1902,Expressionism,tivadar-kosztka-csontvary
44329,zobop-installation-view-1999-2,Minimalism,jim-lambie
44330,marie-in-the-garden-1893,Impressionism,peder-severin-kroyer
44331,travelers-resting,Romanticism,william-shayer
44332,the-table,Expressionism,chaim-soutine
44333,infinity-field-lefkada-series-2-1978,Abstract Expressionism,theodoros-stamos
44334,la-grenouillere-1869-2,Impressionism,pierre-auguste-renoir
44335,triumph-of-venice-1584,Mannerism Late Renaissance,tintoretto
44336,the-worship-of-venus-1518,High Renaissance,titian
44337,not-detected-272466,Expressionism,lynd-ward
44338,mrs-chase-in-prospect-park,Realism,william-merritt-chase
44339,phenomena-compass-bearing,Color Field Painting,paul-jenkins
44340,water-lilies-7,Impressionism,claude-monet
44341,pittura-b-g-1991,Minimalism,pino-pinelli
44342,mother-and-daughter-1906,Art Nouveau Modern,richard-gerstl
44343,crucifixion,Realism,salvador-dali
44344,st-olga,Symbolism,mikhail-nesterov
44345,the-deserter-pardoned-1702,Rococo,george-morland
44346,british-poet-alfred-douglas-1896,Art Nouveau Modern,felix-vallotton
44347,they-say-yes-and-give-their-hand-to-the-first-comer-1799,Romanticism,francisco-goya
44348,veronica-1916,Symbolism,jan-toorop
44349,view-of-the-seine-from-the-raised-terrace-of-the-pont-neuf-1901,Impressionism,camille-pissarro
44350,landscape-of-armenia-1972,Realism,martiros-saryan
44351,the-actor-ichikawa-kodanji-iv-as-subashiri-no-kumagoro-1859,Ukiyo e,utagawa-kunisada
44352,still-life-1927,Impressionism,william-h.-johnson
44353,jew-and-armenian-1889,Realism,james-tissot
44354,skomv-r-lighthouse-1891,Symbolism,theodor-severin-kittelsen
44355,noah-s-sacrifice,Symbolism,james-tissot
44356,woman-in-furs-portrait-of-mery-laurent-1882,Impressionism,edouard-manet
44357,portrait-of-seniora-soler-girl-in-a-chemise-1903,Expressionism,pablo-picasso
44358,veliky-novgorod-1926,Post Impressionism,pyotr-konchalovsky
44359,the-partisan-1959,Expressionism,jules-perahim
44360,young-lady-on-the-beach,Impressionism,willard-metcalf
44361,river-landscape-with-a-windmill-1640,Baroque,rembrandt
44362,the-charity-of-st-lawrence-1640,Baroque,bernardo-strozzi
44363,three-sisters-1954,Expressionism,balthus
44364,portrait-of-ilarie-voronca-1925,Cubism,victor-brauner
44365,yoyo-1969,Color Field Painting,gene-davis
44366,reds-greens-1969,Color Field Painting,john-hoyland
44367,chrysanthemums-in-a-vase,Impressionism,gustave-caillebotte
44368,back-view-of-a-bather-1893,Impressionism,pierre-auguste-renoir
44369,a-young-man-1500,Mannerism Late Renaissance,piero-di-cosimo
44370,pasadena-lifesavers-red-series-2-1970,Minimalism,judy-chicago
44371,full-and-true-account-of-the-wonderful-mission-of-earl-lavender-frontispiece,Art Nouveau Modern,aubrey-beardsley
44372,saratoga-dreaming-1984,Abstract Expressionism,burhan-dogancay
44373,village-bulgarians-small-minaret-and-the-ruins-of-the-white-house-1874,Realism,aleksey-savrasov
44374,ardoye-in-flanders,Impressionism,adolf-hitler
44375,toile-d-coup-e-1976,Color Field Painting,louis-cane
44376,landscape-1892,Realism,isaac-levitan
44377,figures-on-turquoise-background-1901-1,Art Nouveau Modern,raphael-kirchner
44378,spring-landscape,Impressionism,adam-baltatu
44379,mountainous-riverbank-of-oyat,Realism,vasily-polenov
44380,red-m-1971,Color Field Painting,jack-bush
44381,tree-or-paradise-1925,Naive Art Primitivism,seraphine-louis
44382,the-potato-harvest-1874,Impressionism,camille-pissarro
44383,joachim-and-the-angel-from-the-life-of-the-virgin-1511,Northern Renaissance,albrecht-durer
