,Art,Movement,artist,Year,nationality,StyleClassLabel,genre
70733,bull-plate-vii-1945,Cubism,Pablo_Picasso,1945,Spanish,Cubism,
70734,bottle-of-vieux-marc-glass-guitar-and-newspaper-1913,Synthetic_Cubism,Pablo_Picasso,1913,Spanish,Synthetic_Cubism,still_life
70735,artist-s-studio-1916,Cubism,Pablo_Picasso,1916,Spanish,Cubism,sketch_and_study
70736,woman-with-feathered-hat-1901,Impressionism,Pablo_Picasso,1901,Spanish,Impressionism,portrait
70737,the-student-1919,Cubism,Pablo_Picasso,1919,Spanish,Cubism,portrait
70738,gypsy-in-front-of-musca-1900,Post_Impressionism,Pablo_Picasso,1900,Spanish,Post_Impressionism,genre_painting
70739,palace-of-arts-barcelona-1903,Impressionism,Pablo_Picasso,1903,Spanish,Impressionism,cityscape
70740,three-nudes-1906,Expressionism,Pablo_Picasso,1906,Spanish,Expressionism,nude_painting
70741,silenus-dancing-in-company-1933,Naive_Art_Primitivism,Pablo_Picasso,1933,Spanish,Naive_Art_Primitivism,
70742,bathers-in-the-forest-1908,Analytical_Cubism,Pablo_Picasso,1908,Spanish,Analytical_Cubism,genre_painting
70743,apple-1914,Realism,Pablo_Picasso,1914,Spanish,Realism,still_life
70744,vase-with-flowers-1943,Cubism,Pablo_Picasso,1943,Spanish,Cubism,still_life
70745,the-roofs-of-barcelona-1903,Expressionism,Pablo_Picasso,1903,Spanish,Expressionism,cityscape
70746,houses-on-the-hill-1909,Analytical_Cubism,Pablo_Picasso,1909,Spanish,Analytical_Cubism,landscape
70747,girl-in-chair-1952,Cubism,Pablo_Picasso,1952,Spanish,Cubism,portrait
70748,the-harem-1906,Expressionism,Pablo_Picasso,1906,Spanish,Expressionism,genre_painting
70749,s-junyer-vidal-with-woman-beside-him-1903,Expressionism,Pablo_Picasso,1903,Spanish,Expressionism,portrait
70750,mother-and-child-on-the-beach-1902-1,Post_Impressionism,Pablo_Picasso,,Spanish,Post_Impressionism,genre_painting
70751,the-table-1919,Cubism,Pablo_Picasso,1919,Spanish,Cubism,still_life
70752,portrait-of-minguell,Impressionism,Pablo_Picasso,,Spanish,Impressionism,portrait
70753,portrait-of-jaime-sabartes-1904,Post_Impressionism,Pablo_Picasso,1904,Spanish,Post_Impressionism,portrait
70754,portrait-of-allan-stein-1906,Post_Impressionism,Pablo_Picasso,1906,Spanish,Post_Impressionism,portrait
70755,seated-woman-1908,Cubism,Pablo_Picasso,1908,Spanish,Cubism,nude_painting
70756,portrait-of-fernande-olivier-in-headscarves-1906,Post_Impressionism,Pablo_Picasso,1906,Spanish,Post_Impressionism,portrait
70757,antes,Expressionism,Pablo_Picasso,,Spanish,Expressionism,portrait
70758,musketeer-with-pipe-1968,Naive_Art_Primitivism,Pablo_Picasso,1968,Spanish,Naive_Art_Primitivism,genre_painting
70759,woman-with-a-shirt-sitting-in-a-chair-1913,Cubism,Pablo_Picasso,1913,Spanish,Cubism,nude_painting
70760,still-life-1914,Cubism,Pablo_Picasso,1914,Spanish,Cubism,still_life
70766,woman-with-a-fan-1905,Expressionism,Pablo_Picasso,1905,Spanish,Expressionism,portrait
70767,lying-naked-woman-the-voyeurs-1955,Expressionism,Pablo_Picasso,1955,Spanish,Expressionism,nude_painting
70768,nude-with-towel-1907,Cubism,Pablo_Picasso,1907,Spanish,Cubism,nude_painting
70770,woman-in-blue-1902-1,Expressionism,Pablo_Picasso,,Spanish,Expressionism,portrait
70771,a-blue-room-a-tub-1901,Post_Impressionism,Pablo_Picasso,1901,Spanish,Post_Impressionism,genre_painting
70772,child-playing-in-camomilles-1953,Expressionism,Pablo_Picasso,1953,Spanish,Expressionism,genre_painting
70773,the-cries-of-virgins-1900,Art_Nouveau_Modern,Pablo_Picasso,1900,Spanish,Art_Nouveau,nude_painting
70774,woman-sitting-in-an-armchair,Analytical_Cubism,Pablo_Picasso,,Spanish,Analytical_Cubism,portrait
70775,madeleine-1904,Post_Impressionism,Pablo_Picasso,1904,Spanish,Post_Impressionism,sketch_and_study
70776,the-mother-leading-two-children-1901,Post_Impressionism,Pablo_Picasso,1901,Spanish,Post_Impressionism,genre_painting
70777,el-tinen-1906,Expressionism,Pablo_Picasso,1906,Spanish,Expressionism,portrait
70778,portrait-of-sylvette-david-1954-2,Expressionism,Pablo_Picasso,,Spanish,Expressionism,portrait
70779,bullfighters-and-bull-waiting-for-the-next-move-1900,Post_Impressionism,Pablo_Picasso,1900,Spanish,Post_Impressionism,genre_painting
70780,portrait-of-child-1951,Expressionism,Pablo_Picasso,1951,Spanish,Expressionism,portrait
70781,couple-of-dancers-1915,Synthetic_Cubism,Pablo_Picasso,1915,Spanish,Synthetic_Cubism,genre_painting
70782,portrait-of-igor-stravinsky-1920,Expressionism,Pablo_Picasso,1920,Spanish,Expressionism,portrait
70783,the-bird-cage,Cubism,Pablo_Picasso,,Spanish,Cubism,still_life
70784,spring-1956,Cubism,Pablo_Picasso,1956,Spanish,Cubism,genre_painting
70785,woman-with-cat-1900,Impressionism,Pablo_Picasso,1900,Spanish,Impressionism,
70786,portrait-of-a-tailor-soler-1903,Post_Impressionism,Pablo_Picasso,1903,Spanish,Post_Impressionism,portrait
70787,a-simple-meal-1904,Expressionism,Pablo_Picasso,1904,Spanish,Expressionism,genre_painting
70788,woman-with-raven-1904,Symbolism,Pablo_Picasso,1904,Spanish,Symbolism,portrait
70789,las-meninas-velazquez,Naive_Art_Primitivism,Pablo_Picasso,,Spanish,Naive_Art_Primitivism,portrait
70790,poet-1911,Analytical_Cubism,Pablo_Picasso,1911,Spanish,Analytical_Cubism,genre_painting
70791,head-1913,Synthetic_Cubism,Pablo_Picasso,1913,Spanish,Synthetic_Cubism,portrait
70795,breakfast-of-a-blind-man-1903,Symbolism,Pablo_Picasso,1903,Spanish,Expressionism,genre_painting
70797,view-of-riera-de-sant-joan-from-the-window-1900,Expressionism,Pablo_Picasso,1900,Spanish,Expressionism,cityscape
70798,claude-in-the-arms-of-his-mother-1948,Expressionism,Pablo_Picasso,1948,Spanish,Expressionism,genre_painting
70799,milliners-workshop-of-the-milliner-1926,Cubism,Pablo_Picasso,1926,Spanish,Cubism,genre_painting
70800,head-of-hurdy-gurdy-1905,Expressionism,Pablo_Picasso,1905,Spanish,Expressionism,portrait
70801,portrait-of-la-scala-master-of-ballet-1925,Expressionism,Pablo_Picasso,1925,Spanish,Expressionism,portrait
70802,portrait-of-madame-patri-1918,Expressionism,Pablo_Picasso,1918,Spanish,Expressionism,sketch_and_study
70803,untitled-1970-2,Expressionism,Pablo_Picasso,,Spanish,Expressionism,genre_painting
70804,alicante-view-of-boats,Impressionism,Pablo_Picasso,,Spanish,Impressionism,cityscape
70805,bowl-of-fruit-and-guitar-1920,Cubism,Pablo_Picasso,1920,Spanish,Cubism,still_life
70806,musketeer-1970,Naive_Art_Primitivism,Pablo_Picasso,1970,Spanish,Naive_Art_Primitivism,portrait
70807,advertisement-for-tavern-four-cats-1897,Art_Nouveau_Modern,Pablo_Picasso,1897,Spanish,Art_Nouveau,
70808,woman-in-a-shawl-1902,Expressionism,Pablo_Picasso,1902,Spanish,Expressionism,portrait
70809,glass-and-fruits-1908,Cubism,Pablo_Picasso,1908,Spanish,Cubism,still_life
70810,las-meninas-velazquez-1957-2,Naive_Art_Primitivism,Pablo_Picasso,,Spanish,Naive_Art_Primitivism,genre_painting
70811,the-room-of-the-ironer-1904,Expressionism,Pablo_Picasso,1904,Spanish,Expressionism,genre_painting
70812,bottle-of-black-rum-vive-la-france-1913,Synthetic_Cubism,Pablo_Picasso,1913,Spanish,Synthetic_Cubism,still_life
70813,woman-on-the-street-1901,Art_Nouveau_Modern,Pablo_Picasso,1901,Spanish,Art_Nouveau,genre_painting
70814,woman-with-spanish-dress-1917,Pointillism,Pablo_Picasso,1917,Spanish,Pointillism,portrait
70815,woman-with-cigarette-1903,Post_Impressionism,Pablo_Picasso,1903,Spanish,Post_Impressionism,genre_painting
70816,matador-1970,Cubism,Pablo_Picasso,1970,Spanish,Cubism,portrait
70817,partition-bottle-of-port-guitar-playing-cards-1917,Synthetic_Cubism,Pablo_Picasso,1917,Spanish,Synthetic_Cubism,still_life
70818,moulin-de-la-galette-1900,Post_Impressionism,Pablo_Picasso,1900,Spanish,Post_Impressionism,genre_painting
70819,painter-and-his-model-1927,Cubism,Pablo_Picasso,1927,Spanish,Cubism,genre_painting
70820,reclining-nude-fernande-1906,Post_Impressionism,Pablo_Picasso,1906,Spanish,Post_Impressionism,nude_painting
70821,celestina-1904-1,Expressionism,Pablo_Picasso,,Spanish,Expressionism,portrait
70822,the-altarboy-1896,Realism,Pablo_Picasso,1896,Spanish,Realism,genre_painting
70823,glass-on-a-table-1914,Synthetic_Cubism,Pablo_Picasso,1914,Spanish,Synthetic_Cubism,still_life
70824,portrait-of-aunt-pepa-1896,Realism,Pablo_Picasso,1896,Spanish,Realism,portrait
70825,portrait-of-olga-1920,Expressionism,Pablo_Picasso,1920,Spanish,Expressionism,portrait
70826,seated-woman-in-garden-1938,Cubism,Pablo_Picasso,1938,Spanish,Cubism,genre_painting
70827,sebastia-junyer-vidal-as-matador-1903,Naive_Art_Primitivism,Pablo_Picasso,1903,Spanish,Naive_Art_Primitivism,portrait
70828,portrait-of-josep-cardona-1899,Impressionism,Pablo_Picasso,1899,Spanish,Impressionism,genre_painting
70829,untitled-1967,Expressionism,Pablo_Picasso,1967,Spanish,Color_Field_Painting,abstract_painting
70972,a-red-skirt-1901,Expressionism,Pablo_Picasso,1901,Spanish,Expressionism,genre_painting
70973,two-nude-women-1906-2,Expressionism,Pablo_Picasso,,Spanish,Expressionism,nude_painting
70974,woman-with-mandolin-1909,Analytical_Cubism,Pablo_Picasso,1909,Spanish,Analytical_Cubism,genre_painting
70975,bathers-drying-themselves-1909,Analytical_Cubism,Pablo_Picasso,1909,Spanish,Analytical_Cubism,genre_painting
70976,a-reclining-female-nude-1936,Cubism,Pablo_Picasso,1936,Spanish,Cubism,nude_painting
70977,female-nude-with-man-s-head-1967,Expressionism,Pablo_Picasso,1967,Spanish,Expressionism,nude_painting
70978,crossind-seine-on-the-upper-deck-1901,Impressionism,Pablo_Picasso,1901,Spanish,Impressionism,genre_painting
70979,el-paseo-de-colon-1917,Cubism,Pablo_Picasso,1917,Spanish,Cubism,cityscape
70980,female-nude-from-back-1895,Realism,Pablo_Picasso,1895,Spanish,Realism,nude_painting
70981,the-shell-saint-jacques-our-future-is-in-the-air-1912,Analytical_Cubism,Pablo_Picasso,1912,Spanish,Analytical_Cubism,still_life
70982,minotaur-is-wounded-1933-1,Expressionism,Pablo_Picasso,,Spanish,Expressionism,
70983,mediterranean-landscape-1952,Cubism,Pablo_Picasso,1952,Spanish,Cubism,landscape
70984,figure-with-fruit-dish,Cubism,Pablo_Picasso,,Spanish,Cubism,genre_painting
70985,jug-candle-and-enamel-pan-1945,Cubism,Pablo_Picasso,1945,Spanish,Cubism,still_life
70986,portrait-of-diaghilev-and-seligsberg-1917,Expressionism,Pablo_Picasso,1917,Spanish,Expressionism,portrait
70987,bullfight-scene-1901,Post_Impressionism,Pablo_Picasso,1901,Spanish,Post_Impressionism,genre_painting
70988,harlequin-with-guitar-1918,Expressionism,Pablo_Picasso,1918,Spanish,Expressionism,genre_painting
70989,minotaur-caressing-a-sleeping-woman,Expressionism,Pablo_Picasso,,Spanish,Expressionism,
70990,our-futures-is-in-the-air-1912,Cubism,Pablo_Picasso,1912,Spanish,Cubism,still_life
70991,the-sculpture-1925,Cubism,Pablo_Picasso,1925,Spanish,Cubism,genre_painting
70992,punchinello-with-guitar-1920,Cubism,Pablo_Picasso,1920,Spanish,Cubism,genre_painting
70993,harlequin-s-family-1908,Analytical_Cubism,Pablo_Picasso,1908,Spanish,Analytical_Cubism,genre_painting
70994,scenes-of-bullfighting-1945,Cubism,Pablo_Picasso,1945,Spanish,Cubism,sketch_and_study
70995,a-glass-1911,Analytical_Cubism,Pablo_Picasso,1911,Spanish,Analytical_Cubism,still_life
70996,family-of-acrobats-with-monkey-1905,Expressionism,Pablo_Picasso,1905,Spanish,Expressionism,genre_painting
70997,self-portrait-1896,Realism,Pablo_Picasso,1896,Spanish,Post_Impressionism,
70999,minotaur-caressing-a-woman,Expressionism,Pablo_Picasso,,Spanish,Expressionism,
71000,a-driade-nude-in-the-forest-1908,Cubism,Pablo_Picasso,1908,Spanish,Cubism,nude_painting
71001,landscape-1928,Naive_Art_Primitivism,Pablo_Picasso,1928,Spanish,Realism,landscape
71005,woman-with-guitar,Analytical_Cubism,Pablo_Picasso,,Spanish,Analytical_Cubism,genre_painting
71006,costume-design-for-ballet-tricorne-1917,Art_Nouveau_Modern,Pablo_Picasso,1917,Spanish,Art_Nouveau,
71007,a-rooster-1938,Naive_Art_Primitivism,Pablo_Picasso,1938,Spanish,Naive_Art_Primitivism,
71008,head-of-a-man-1908-2,Cubism,Pablo_Picasso,,Spanish,Naive_Art_Primitivism,portrait
71010,bust-of-a-woman-1942,Cubism,Pablo_Picasso,1942,Spanish,Cubism,portrait
71011,man-with-pipe-1914,Synthetic_Cubism,Pablo_Picasso,1914,Spanish,Synthetic_Cubism,genre_painting
71012,nudes-interlaces-1905,Post_Impressionism,Pablo_Picasso,1905,Spanish,Post_Impressionism,nude_painting
71013,peasants-1906,Symbolism,Pablo_Picasso,1906,Spanish,Symbolism,genre_painting
71014,portrait-of-corina-romeu-1902,Post_Impressionism,Pablo_Picasso,1902,Spanish,Post_Impressionism,portrait
71015,mother-and-child-on-the-beach-1902,Symbolism,Pablo_Picasso,1902,Spanish,Expressionism,genre_painting
71017,bust-of-woman-1939,Cubism,Pablo_Picasso,1939,Spanish,Cubism,portrait
71018,sabartes-as-decadent-poet,Expressionism,Pablo_Picasso,,Spanish,Expressionism,portrait
71019,violin-1913,Synthetic_Cubism,Pablo_Picasso,1913,Spanish,Synthetic_Cubism,still_life
71020,bust-of-young-woman-from-avignon-1907,Cubism,Pablo_Picasso,1907,Spanish,Cubism,portrait
71021,still-life-with-guitar-1914,Synthetic_Cubism,Pablo_Picasso,1914,Spanish,Synthetic_Cubism,sketch_and_study
71022,dinner-time-evocation-of-horta-d-ebre-1903,Naive_Art_Primitivism,Pablo_Picasso,1903,Spanish,Naive_Art_Primitivism,genre_painting
71023,jacqueline-sitting-with-her-cat-1964,Cubism,Pablo_Picasso,1964,Spanish,Cubism,portrait
71024,head-of-young-man-1905,Expressionism,Pablo_Picasso,1905,Spanish,Expressionism,portrait
71025,the-fool-1904-1,Symbolism,Pablo_Picasso,,Spanish,Symbolism,portrait
71026,portrait-of-paulo-artist-s-son-1923,Expressionism,Pablo_Picasso,1923,Spanish,Expressionism,portrait
71027,seated-female-nude-1907,Expressionism,Pablo_Picasso,1907,Spanish,Expressionism,sketch_and_study
71028,a-blue-house,Expressionism,Pablo_Picasso,,Spanish,Expressionism,cityscape
71029,woman-and-pears-fernande-1909,Analytical_Cubism,Pablo_Picasso,1909,Spanish,Analytical_Cubism,portrait
71030,the-pool-of-tuileries-1901,Post_Impressionism,Pablo_Picasso,1901,Spanish,Post_Impressionism,genre_painting
71031,woman-with-mandolin-1925,Cubism,Pablo_Picasso,1925,Spanish,Cubism,genre_painting
71032,portrait-of-juli-gonzalez-1902,Post_Impressionism,Pablo_Picasso,1902,Spanish,Post_Impressionism,portrait
71033,still-life-school-of-paris-1936,Cubism,Pablo_Picasso,1936,Spanish,Cubism,still_life
71034,right-profile-of-clown-1905,Symbolism,Pablo_Picasso,1905,Spanish,Symbolism,sketch_and_study
71035,the-dining-room-of-vauvenargues-1959,Expressionism,Pablo_Picasso,1959,Spanish,Expressionism,
71036,first-communion-1896,Realism,Pablo_Picasso,1896,Spanish,Realism,genre_painting
71037,geometrical-composition-the-guitar-1913,Synthetic_Cubism,Pablo_Picasso,1913,Spanish,Synthetic_Cubism,still_life
71038,woman-with-guitar-1913,Cubism,Pablo_Picasso,1913,Spanish,Cubism,genre_painting
71039,man-with-lamb-man-eating-watermelon-and-flutist-1967,Naive_Art_Primitivism,Pablo_Picasso,1967,Spanish,Naive_Art_Primitivism,sketch_and_study
71040,woman-with-a-fan-1907,Cubism,Pablo_Picasso,1907,Spanish,Cubism,portrait
71041,seated-man-with-his-arms-crossed-1915,Cubism,Pablo_Picasso,1915,Spanish,Cubism,sketch_and_study
71042,still-life-with-lemon-and-oranges-1936,Cubism,Pablo_Picasso,1936,Spanish,Cubism,still_life
71043,deadly-sins-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,nude_painting
71044,milkmaid,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71045,fan-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,genre_painting
71046,behind-the-scenes-1900,Art_Nouveau_Modern,Raphael_Kirchner,1900,Austrian ,Art_Nouveau,genre_painting
71047,scenes-of-ancient-greece-1903-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71048,lillian-lorraine,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71049,modern-girls-1901-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71050,girls-with-beige-border,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71051,nude-drawings-11,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,nude_painting
71052,salome,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Symbolism,religious_painting
71067,figures-on-turquoise-background-1901-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71068,single-items-5,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71069,nude-drawings-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,nude_painting
71070,cigarettes-of-the-world-1900,Art_Nouveau_Modern,Raphael_Kirchner,1900,Austrian ,Art_Nouveau,
71071,envy,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,religious_painting
71075,two-in-a-car-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,genre_painting
71076,erika-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71077,vivienne-segal,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71078,justine-johnstone,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71079,ice-flowers-1899-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71080,a-half-of-a-virgin-1901-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71081,figures-on-turquoise-background-1901-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71082,old-times,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71083,friolerie-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,portrait
71084,christmas-pictures-signed-with-paris-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71085,victory,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71087,roma-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71088,little-coquette-1912,Art_Nouveau_Modern,Raphael_Kirchner,1912,Austrian ,Art_Nouveau,genre_painting
71089,portrait-of-girls-with-grey-border-1902-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71090,girls-with-good-luck-charms-5,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71091,marcelle-earle-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71092,nude-drawings-6,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71093,girls-with-purple-surrounds-1900-9,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71094,elves-1903,Art_Nouveau_Modern,Raphael_Kirchner,1903,Austrian ,Art_Nouveau,
71095,girls-faces-with-red-border-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71096,legendes-1903-4,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,illustration
71097,surrender,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71098,unknown-12,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71099,marionettes-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71100,marionettes-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71101,a-half-of-a-virgin-1901,Art_Nouveau_Modern,Raphael_Kirchner,1901,Austrian ,Art_Nouveau,
71102,to-the-right-and-freedom,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71103,marquisette,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71104,scenes-of-ancient-greece-1903-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71105,greek-virgins-1900-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71106,all-healing-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71107,single-items-9,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71108,lollotte_02-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,genre_painting
71109,sun-women-1901-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71110,girls-heads-and-shoulders-on-a-green-panel,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71111,geisha-green,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71112,zeppelins-in-paris,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71113,new-york-tribune-1916-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,illustration
71114,geisha-7,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71115,legendes-1903-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,illustration
71116,street-flowers-1899-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71117,single-items-4,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71118,maid-of-athens-1900,Art_Nouveau_Modern,Raphael_Kirchner,1900,Austrian ,Art_Nouveau,genre_painting
71119,akropolis-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71120,couples-between-red-borders-1901-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71121,nude-drawings-8,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,nude_painting
71122,marcelle-earle-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71123,girls-faces-with-red-border-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71124,the-golden-age-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,genre_painting
71125,medallion-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,portrait
71126,fanny-brice-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,portrait
71127,single-items-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71128,girls-faces-with-red-border-5,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71129,girls-faces-with-red-border-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71130,new-york-tribune-1916-5,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,illustration
71131,sun-women-1901-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71132,sun-women-1901-5,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71133,mayflyes-1904-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71134,portraits-of-viennese-ladies-1901-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71135,stained-glass-art-4,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71136,new-york-tribune-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,illustration
71137,smoking-women-1904-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71138,mayflyes-1904-4,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71139,clovers-1899-4,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71140,geisha-8,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71141,maid-of-athens-1900-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71142,front-cover-illustration-1911,Art_Nouveau_Modern,Raphael_Kirchner,1911,Austrian ,Art_Nouveau,illustration
71143,unknown-1916-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71144,yvonne-shelton-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71145,girls-with-good-luck-charms-3,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71146,happy-new-year-1899-4,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71147,leda-and-the-swan-6,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71148,lillian-lorraine-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71149,unknown-7,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Realism,
71151,expiation,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71152,little-sister-1916,Art_Nouveau_Modern,Raphael_Kirchner,1916,Austrian ,Art_Nouveau,genre_painting
71153,from-brown-to-blonde-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71154,greek-girls-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,portrait
71155,premiere-veil,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,nude_painting
71156,smoking-women-1904,Art_Nouveau_Modern,Raphael_Kirchner,1904,Austrian ,Art_Nouveau,
71157,girls-between-brown-green-borders-1901-2,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71158,stained-glass-art-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71159,behind-the-scenes-1900-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,genre_painting
71160,small-greek-heads,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71161,figures-on-turquoise-background-1901-1,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
71162,to-love,Art_Nouveau_Modern,Raphael_Kirchner,,Austrian ,Art_Nouveau,
