,Movement,Artwork,Year,Artist_Name
9513,Impressionism,haystacks-at-sunset-frosty-weather,1891,Claude_Monet
9516,Impressionism,path-under-the-rose-trellises-giverny,1922,Claude_Monet
9517,Impressionism,sailboats,1866,Claude_Monet
9523,Impressionism,water-lilies,1907,Claude_Monet
9524,Impressionism,path-under-the-rose-trellises,1924,Claude_Monet
9528,Impressionism,self-portrait-with-a-beret,1886,Claude_Monet
9549,Realism,deciduous-forest,1873,Ivan_Shishkin
9550,Realism,forest-before-the-storm,1872,Ivan_Shishkin
9551,Realism,the-path-through-the-woods-1880-oil-on-canvas,1880,Ivan_Shishkin
9553,Realism,bench-at-the-mall,1872,Ivan_Shishkin
9556,Realism,autumn,1894,Ivan_Shishkin
9557,Realism,river-floods-such-as-seas,1890,Ivan_Shishkin
9558,Realism,sandy-road,1898,Ivan_Shishkin
9559,Realism,etude,1885,Ivan_Shishkin
9560,Realism,oaks,1886,Ivan_Shishkin
9562,Realism,night,1886,Ivan_Shishkin
9564,Realism,rowan,1892,Ivan_Shishkin
9566,Realism,in-the-forest,1886,Ivan_Shishkin
9567,Realism,forest-landscape-with-herons,1870,Ivan_Shishkin
9569,Realism,forest-river,1893,Ivan_Shishkin
9571,Realism,evening,1871,Ivan_Shishkin
9572,Realism,blagoveschensky-cathedral-and-province-gymnasia-on-blagoveschenskaya-square-in-nyzhny-novgorod,1870,Ivan_Shishkin
9573,Realism,forest,1869,Ivan_Shishkin
9574,Realism,pine-on-the-cliff,1855,Ivan_Shishkin
9575,Realism,landscape,1896,Ivan_Shishkin
9576,Realism,at-the-church-fence-balaam,1867,Ivan_Shishkin
9577,Realism,fir-forest,1891,Ivan_Shishkin
9579,Realism,autumn-landscape-park-in-pavlovsk,1888,Ivan_Shishkin
9581,Realism,forest-from-the-mountain,1895,Ivan_Shishkin
9582,Realism,birch-forest,1871,Ivan_Shishkin
9583,Realism,on-the-kama-near-yelabuga,1885,Ivan_Shishkin
9585,Realism,mill-in-the-forest-preobrazhenskoe,1897,Ivan_Shishkin
9589,Realism,birch-grove,1878,Ivan_Shishkin
9590,Realism,valaam-forest-on-the-rocks,1859,Ivan_Shishkin
9591,Realism,go-to-the-autumn,1880,Ivan_Shishkin
9592,Realism,pine-on-sand,1884,Ivan_Shishkin
9593,Realism,forest-reserve-pine-grove,1881,Ivan_Shishkin
9594,Realism,pine,1892,Ivan_Shishkin
9595,Realism,forest-glade-glade,1897,Ivan_Shishkin
9596,Realism,near-yelabuga,1886,Ivan_Shishkin
9597,Realism,cape-ai-todor-crimea,1879,Ivan_Shishkin
9601,Realism,backwoods,1870,Ivan_Shishkin
9602,Realism,peasant-woman-with-cows,1873,Ivan_Shishkin
9604,Realism,fallen-tree-siverskaya,1879,Ivan_Shishkin
9605,Realism,oak-grove,1893,Ivan_Shishkin
9606,Realism,bee-families,1882,Ivan_Shishkin
9608,Realism,dresden-bridge-of-august,1862,Ivan_Shishkin
9609,Realism,forest-stream,1895,Ivan_Shishkin
9610,Realism,forest,1885,Ivan_Shishkin
9615,Realism,wind-fallen-trees,1890,Ivan_Shishkin
9616,Realism,the-forest-horizons,1884,Ivan_Shishkin
9618,Realism,edge-of-the-forest,1884,Ivan_Shishkin
9619,Realism,swiss-landscape,1866,Ivan_Shishkin
9620,Realism,landscape-with-a-hunter-valaam-island,1867,Ivan_Shishkin
9622,Realism,oaks,1887,Ivan_Shishkin
9623,Realism,edge-of-the-forest-spruce-forest,1890,Ivan_Shishkin
9624,Realism,pine,1889,Ivan_Shishkin
9625,Realism,view-near-dusseldorf,1865,Ivan_Shishkin
9626,Realism,birch-grove,1875,Ivan_Shishkin
9627,Realism,wind-fallen-trees,1867,Ivan_Shishkin
9630,Realism,forest-landscape,1874,Ivan_Shishkin
9631,Realism,wildflowers-near-the-water,1890,Ivan_Shishkin
9632,Realism,pine-forest,1889,Ivan_Shishkin
9637,Realism,pines-summer-landscape,1867,Ivan_Shishkin
9640,Realism,por-threshold,1889,Ivan_Shishkin
9641,Realism,twilight-after-sunset,1874,Ivan_Shishkin
9642,Realism,cut-down-oak-in-the-bialowiezka-forest,1892,Ivan_Shishkin
9643,Realism,sands,1887,Ivan_Shishkin
9644,Realism,gurzuf-rocks,1879,Ivan_Shishkin
9646,Realism,pine-in-the-snow,1890,Ivan_Shishkin
9647,Realism,marsh-polissia,1890,Ivan_Shishkin
9648,Realism,ravine-in-kozlovka-zaseka,1873,Ivan_Shishkin
9649,Realism,flowers-on-the-forest-edge,1893,Ivan_Shishkin
9651,Realism,trees-kozlovka-zaseka,1873,Ivan_Shishkin
9652,Realism,thaw,1883,Ivan_Shishkin
9653,Realism,at-the-edge-of-the-forest,1885,Ivan_Shishkin
9657,Realism,dark-forest,1890,Ivan_Shishkin
9659,Realism,noon-suburbs-of-moscow-bratsevo,1866,Ivan_Shishkin
9660,Realism,landscape-with-lake,1886,Ivan_Shishkin
9662,Realism,stream-by-a-forest-slope,1880,Ivan_Shishkin
9663,Realism,autumn-forest,1876,Ivan_Shishkin
9664,Realism,morning-in-a-pine-forest,1889,Ivan_Shishkin
9665,Realism,the-mordvinovo-oaks,1891,Ivan_Shishkin
9666,Realism,oaks-of-peter-the-great-in-sestroretsk,1886,Ivan_Shishkin
9667,Realism,on-the-shore-of-the-gulf-of-finland-udrias-near-narva,1888,Ivan_Shishkin
9668,Realism,river-backwater-in-the-forest,1890,Ivan_Shishkin
9669,Realism,oaks-in-old-peterhof,1891,Ivan_Shishkin
9670,Realism,cliff,1878,Ivan_Shishkin
9672,Realism,on-the-mountain-castel-near-alushta,1879,Ivan_Shishkin
9674,Realism,clearing-in-the-forest,1889,Ivan_Shishkin
9676,Realism,stones-in-the-a-forest,1865,Ivan_Shishkin
9679,Realism,view-in-the-vicinity-of-st-petersburg,1856,Ivan_Shishkin
9680,Realism,oak,1889,Ivan_Shishkin
9682,Realism,forest-road,1892,Ivan_Shishkin
9688,Realism,kama,1895,Ivan_Shishkin
9691,Realism,forest-road,1897,Ivan_Shishkin
9692,Realism,village,1874,Ivan_Shishkin
9693,Realism,a-walk-in-the-forest,1869,Ivan_Shishkin
9694,Realism,slums-view-on-the-island-of-valaam,1860,Ivan_Shishkin
9697,Realism,on-the-forest-boundary-line,1878,Ivan_Shishkin
9698,Realism,aspen-on-the-way-to-kivach,1889,Ivan_Shishkin
9702,Realism,a-woman-with-a-boy-in-the-forest,1868,Ivan_Shishkin
9703,Realism,ferns-in-the-forest,1877,Ivan_Shishkin
9704,Realism,wind-fallen-trees,1887,Ivan_Shishkin
9707,Realism,beach-mary-howe,1889,Ivan_Shishkin
9708,Realism,fir-in-the-shuvalov-park,1886,Ivan_Shishkin
9709,Realism,near-the-monastery,1870,Ivan_Shishkin
9710,Realism,after-the-rain-etude-of-the-forest,1881,Ivan_Shishkin
9712,Realism,clouds-over-the-grove,1878,Ivan_Shishkin
9713,Realism,winter-in-a-forest-rime,1877,Ivan_Shishkin
9714,Realism,twilight,1883,Ivan_Shishkin
9715,Realism,logs-kostiantynovka-village-near-the-red-village,1869,Ivan_Shishkin
9716,Realism,park-in-pavlovsk,1889,Ivan_Shishkin
9717,Realism,the-field-of-wheat,1878,Ivan_Shishkin
9718,Realism,rye,1892,Ivan_Shishkin
9719,Realism,countess-mordvinov-s-forest,1891,Ivan_Shishkin
9721,Realism,stones-in-the-forest-valaam,1860,Ivan_Shishkin
9722,Realism,winte,1890,Ivan_Shishkin
9724,Realism,oak-grove-of-peter-the-great-on-the-coast-of-the-gulf-in-sestroretsk,1885,Ivan_Shishkin
9725,Realism,goutweed-grass-pargolovo,1885,Ivan_Shishkin
9726,Realism,the-teutoburg-forest,1865,Ivan_Shishkin
9727,Realism,sunny-day-in-the-woods-oaks,1891,Ivan_Shishkin
9728,Realism,over-the-embankment,1887,Ivan_Shishkin
9730,Realism,covert,1894,Ivan_Shishkin
9731,Realism,gursuf,1879,Ivan_Shishkin
9733,Realism,gathering-storm,1884,Ivan_Shishkin
9734,Realism,thickets,1881,Ivan_Shishkin
9735,Realism,study-for-the-painting-chopping-wood,1867,Ivan_Shishkin
9736,Realism,patio,1878,Ivan_Shishkin
9737,Realism,suuch-khan-crimea,1879,Ivan_Shishkin
9738,Realism,bee-families-in-the-forest,1876,Ivan_Shishkin
9740,Realism,the-road-in-forest,1869,Ivan_Shishkin
9742,Realism,view-of-the-yelabuga,1861,Ivan_Shishkin
9743,Realism,beach,1890,Ivan_Shishkin
9744,Realism,pines,1892,Ivan_Shishkin
9746,Realism,forest-flowers,1873,Ivan_Shishkin
9748,Realism,in-winter,1883,Ivan_Shishkin
9749,Realism,holy-creek-near-yelabuga,1886,Ivan_Shishkin
9751,Realism,spring-in-the-forest,1892,Ivan_Shishkin
9754,Realism,autumn,1892,Ivan_Shishkin
9755,Realism,forest-landscape-with-figures,1880,Ivan_Shishkin
9756,Realism,herd-under-the-trees,1864,Ivan_Shishkin
9759,Realism,pine-forest-in-ligovo,1895,Ivan_Shishkin
9762,Realism,mast-tree-forest,1891,Ivan_Shishkin
9764,Realism,edge-of-the-deciduous-forest,1895,Ivan_Shishkin
9765,Realism,the-bark-on-the-dry-trunk,1890,Ivan_Shishkin
9766,Realism,crimean-view-near-yalta,1879,Ivan_Shishkin
9767,Realism,forest-river-siverskaya,1876,Ivan_Shishkin
9768,Realism,covert,1874,Ivan_Shishkin
9769,Realism,at-the-summer-cottage,1894,Ivan_Shishkin
9770,Realism,forest-landscape-road,1876,Ivan_Shishkin
9771,Realism,forest-in-winter,1884,Ivan_Shishkin
9774,Realism,summer-day,1891,Ivan_Shishkin
9775,Realism,swamp-in-the-the-forest,1885,Ivan_Shishkin
9777,Realism,landscape,1886,Ivan_Shishkin
9779,Realism,taiga,1880,Ivan_Shishkin
9780,Realism,forest-hut,1892,Ivan_Shishkin
9781,Realism,forest,1897,Ivan_Shishkin
9782,Realism,a-woman-under-an-umbrella-on-a-flowering-meadow,1881,Ivan_Shishkin
9783,Realism,coniferous-forest-sunny-day,1895,Ivan_Shishkin
9784,Realism,village-courtyard-end-of,1860,Ivan_Shishkin
9785,Realism,in-the-grove,1869,Ivan_Shishkin
9789,Realism,herd-in-the-forest,1864,Ivan_Shishkin
9790,Realism,self-portrait,1854,Ivan_Shishkin
9791,Realism,self-portrait,1886,Ivan_Shishkin
9792,Realism,pine-merikyul,1894,Ivan_Shishkin
9793,Realism,cut-down-birch,1864,Ivan_Shishkin
9794,Realism,pine-forest,1884,Ivan_Shishkin
9795,Realism,coltsfoot,1878,Ivan_Shishkin
9796,Realism,in-the-forest,1889,Ivan_Shishkin
9798,Realism,cliff,1893,Ivan_Shishkin
9801,Realism,evening,1892,Ivan_Shishkin
9802,Realism,fir-forest-on-the-river-kama,1877,Ivan_Shishkin
9804,Realism,landscape-with-stump,1892,Ivan_Shishkin
9806,Realism,landscape-with-a-woman,1872,Ivan_Shishkin
9807,Realism,view-of-valaam-island,1858,Ivan_Shishkin
9808,Realism,woods-behind-the-fence,1898,Ivan_Shishkin
9809,Realism,herd-of-sheep-under-an-oak-tree,1863,Ivan_Shishkin
9810,Realism,evening-in-a-pine-forest,1875,Ivan_Shishkin
9811,Realism,oak-forest,1869,Ivan_Shishkin
9812,Realism,mugs,1878,Ivan_Shishkin
9813,Realism,fir-forest-in-winter,1884,Ivan_Shishkin
9815,Realism,old-oak,1866,Ivan_Shishkin
9816,Realism,forest-stream,1874,Ivan_Shishkin
9821,Realism,misty-morning,1885,Ivan_Shishkin
9823,Realism,lakeshore,1884,Ivan_Shishkin
9824,Realism,oaks-under-sestroretsk,1857,Ivan_Shishkin
9825,Realism,wildflowers,1884,Ivan_Shishkin
9826,Realism,at-small-nevka,1886,Ivan_Shishkin
9827,Realism,landscape,1898,Ivan_Shishkin
9830,Realism,forest-in-mordvinovo,1891,Ivan_Shishkin
9831,Realism,amanita,1879,Ivan_Shishkin
9832,Realism,the-forest-clearing,1896,Ivan_Shishkin
9834,Realism,the-sun-lit-pines,1886,Ivan_Shishkin
9835,Realism,cave-in-caves-volcanoes,1879,Ivan_Shishkin
9836,Realism,at-the-edge-of-an-oak-forest,1882,Ivan_Shishkin
9839,Realism,sketch-of-the-painting-in-1898,1898,Ivan_Shishkin
9840,Realism,edge-of-the-forest,1879,Ivan_Shishkin
9842,Realism,edge-of-the-forest,1873,Ivan_Shishkin
9843,Realism,from-the-vicinity-of-gurzuf,1879,Ivan_Shishkin
9844,Realism,landscape-with-walking-people,1869,Ivan_Shishkin
9845,Realism,forest-stream,1870,Ivan_Shishkin
9846,Realism,peasant-and-peddler,1855,Ivan_Shishkin
9847,Realism,cows-under-the-oak,1863,Ivan_Shishkin
9849,Realism,oak,1865,Ivan_Shishkin
9850,Realism,forest-stream,1896,Ivan_Shishkin
9852,Realism,the-sketch-for-the-painting-rye,1878,Ivan_Shishkin
9853,Realism,mast-tree-grove,1898,Ivan_Shishkin
9854,Realism,forest-mounds,1888,Ivan_Shishkin
9858,Realism,the-road-in-the-rye,1866,Ivan_Shishkin
9861,Realism,in-the-forest-from-the-forest-with-mushrooms,1883,Ivan_Shishkin
9862,Realism,young-pines-on-the-sandy-cliff-mary-howie-on-finnish-railways,1890,Ivan_Shishkin
9863,Realism,fir-forest,1890,Ivan_Shishkin
9864,Realism,zelenina-grove,1871,Ivan_Shishkin
9865,Realism,a-sketch-for-a-painting-in-the-wild-north,1890,Ivan_Shishkin
9866,Realism,mountain-river,1886,Ivan_Shishkin
9867,Realism,forest-path,1863,Ivan_Shishkin
9868,Realism,mast-tree-grove,1897,Ivan_Shishkin
9869,Realism,on-the-shore-of-the-gulf-of-finland-udrias-near-narva,1889,Ivan_Shishkin
9871,Realism,overgrown-pond,1884,Ivan_Shishkin
9872,Realism,last-rays,1865,Ivan_Shishkin
9873,Realism,oak-grove-in-a-gray-day,1873,Ivan_Shishkin
9874,Realism,grove-by-the-pond-preobrazhenskoye,1896,Ivan_Shishkin
9875,Realism,oak-on-the-shore-of-the-gulf-of-finland,1857,Ivan_Shishkin
9876,Realism,bee-families,1884,Ivan_Shishkin
9877,Realism,edge-of-the-forest,1890,Ivan_Shishkin
9878,Realism,at-the-top-of-the-ai-petri,1879,Ivan_Shishkin
9879,Realism,edge-of-the-forest,1892,Ivan_Shishkin
9880,Realism,wind-fallen-trees,1888,Ivan_Shishkin
9881,Realism,golden-autumn,1888,Ivan_Shishkin
9882,Realism,stream,1883,Ivan_Shishkin
9884,Realism,morning-in-a-pine-forest,1886,Ivan_Shishkin
9886,Realism,pines-on-the-cliffs-alupka,1879,Ivan_Shishkin
9887,Realism,bee-families,1892,Ivan_Shishkin
9888,Realism,among-the-open-valley,1883,Ivan_Shishkin
9889,Realism,pine-forest,1885,Ivan_Shishkin
9890,Realism,oaks,1857,Ivan_Shishkin
9892,Realism,rocky-shore,1879,Ivan_Shishkin
9893,Realism,pine-trees-over-the-sea-alupka,1879,Ivan_Shishkin
9896,Realism,oaks-evening,1887,Ivan_Shishkin
9897,Realism,forest-glade,1889,Ivan_Shishkin
9898,Realism,pine-forest,1878,Ivan_Shishkin
9899,Realism,deadwood,1893,Ivan_Shishkin
9900,Realism,in-the-mountains-near-gurzuf,1879,Ivan_Shishkin
9901,Realism,windmill-in-the-field,1861,Ivan_Shishkin
9902,Realism,in-the-forest-fallen-tree,1878,Ivan_Shishkin
9904,Realism,fallen-tree,1875,Ivan_Shishkin
9905,Realism,deciduous-forest,1897,Ivan_Shishkin
9906,Realism,beech-forest-in-switzerland,1863,Ivan_Shishkin
9911,Realism,forest-stream,1880,Ivan_Shishkin
9913,Expressionism,head-of-dead-woman,1902,Pablo_Picasso
9914,Post_Impressionism,the-good-derain,1910,Pablo_Picasso
9915,Impressionism,flower-seller,1901,Pablo_Picasso
9916,Cubism,still-life-with-the-mandolin,1924,Pablo_Picasso
9917,Cubism,bull-plate-viii,1946,Pablo_Picasso
9918,Cubism,still-life-with-antique-bust,1925,Pablo_Picasso
9919,Post_Impressionism,the-death-of-casagemas,1901,Pablo_Picasso
9920,Expressionism,crouching-female-nude,1956,Pablo_Picasso
9921,Expressionism,family-of-acrobats-study,1905,Pablo_Picasso
9922,Cubism,woman-with-yellow-shirt,1907,Pablo_Picasso
9923,Cubism,the-girls-of-avignon-study,1907,Pablo_Picasso
9924,Expressionism,two-brothers,1906,Pablo_Picasso
9925,Analytical_Cubism,violin-glass-pipe-and-inkwell,1912,Pablo_Picasso
9927,Expressionism,untitled,1971,Pablo_Picasso
9928,Analytical_Cubism,clarinet,1911,Pablo_Picasso
9929,Analytical_Cubism,spanish-still-life,1912,Pablo_Picasso
9930,Cubism,standing-woman,1946,Pablo_Picasso
9931,Realism,olga-in-a-mantilla,1917,Pablo_Picasso
9932,Analytical_Cubism,table-in-a-cafe-bottle-of-pernod,1912,Pablo_Picasso
9935,Expressionism,profile-of-young-dutchwoman,1905,Pablo_Picasso
9936,Post_Impressionism,at-lapin-agile-harlequin-with-glass,1905,Pablo_Picasso
9938,Synthetic_Cubism,guitar-and-sheet-of-music,1912,Pablo_Picasso
9939,Cubism,guitar-bottle-fruit-dish-and-glass-on-the-table,1919,Pablo_Picasso
9940,Synthetic_Cubism,clarinet-and-violin,1913,Pablo_Picasso
9941,Analytical_Cubism,harlequinesque-personage,1913,Pablo_Picasso
9942,Expressionism,group-of-poor-people,1903,Pablo_Picasso
9944,Expressionism,two-acrobats-with-a-dog,1905,Pablo_Picasso
9945,Impressionism,fairground,1900,Pablo_Picasso
9946,Cubism,still-life-on-a-table,1947,Pablo_Picasso
9947,Cubism,still-life-with-class-and-an-apple,1914,Pablo_Picasso
9948,Cubism,bull-plate-vi,1945,Pablo_Picasso
9949,Cubism,a-glass-of-absinthe,1914,Pablo_Picasso
9950,Analytical_Cubism,woman-with-guitar-and-piano,1911,Pablo_Picasso
9951,Symbolism,mother-and-child,1902,Pablo_Picasso
9952,Post_Impressionism,child-with-dove,1901,Pablo_Picasso
9953,Realism,head-of-a-man-in-el-greco-style,1899,Pablo_Picasso
9954,Post_Impressionism,design-of-costume-for-pulcinella,1920,Pablo_Picasso
9955,Cubism,seated-woman,1939,Pablo_Picasso
9956,Cubism,breakfast,1953,Pablo_Picasso
9957,Naive_Art_Primitivism,dutchwoman-beside-the-canal,1905,Pablo_Picasso
9959,Cubism,lovers,1919,Pablo_Picasso
9960,Expressionism,portrait-of-jaime-sabartes-the-bock,1901,Pablo_Picasso
9961,Cubism,child-with-flower,1945,Pablo_Picasso
9962,Post_Impressionism,olga-in-a-hat-with-feather,1920,Pablo_Picasso
9963,Symbolism,girl-on-the-ball,1905,Pablo_Picasso
9964,Cubism,cock-and-knife,1947,Pablo_Picasso
9965,Symbolism,salome,1905,Pablo_Picasso
9966,Post_Impressionism,motherhood,1901,Pablo_Picasso
9967,Naive_Art_Primitivism,lying-female-nude,1932,Pablo_Picasso
9968,Cubism,mother-and-child-marie-therese-and-maya,1938,Pablo_Picasso
9970,Post_Impressionism,sleeping-woman-meditation,1904,Pablo_Picasso
9971,Cubism,bull-plate-ix,1946,Pablo_Picasso
9973,Cubism,las-meninas-velazquez,1957,Pablo_Picasso
9974,Synthetic_Cubism,portrait-of-young-girl,1914,Pablo_Picasso
9975,Post_Impressionism,nude-with-her-hands-pressed-to-each-other,1906,Pablo_Picasso
9976,Cubism,skull-urchins-and-lamp-on-a-table,1943,Pablo_Picasso
9977,Post_Impressionism,woman-dressed-in-blue,1901,Pablo_Picasso
9978,Cubism,green-pan-and-black-bottle,1908,Pablo_Picasso
9979,Cubism,the-great-odalisque-after-ingres,1907,Pablo_Picasso
9980,Naive_Art_Primitivism,nudes-in-reverie,1920,Pablo_Picasso
9981,Symbolism,a-blue-vase,1903,Pablo_Picasso
9982,Post_Impressionism,marin-and-student,1907,Pablo_Picasso
9984,Art_Nouveau_Modern,courtesan-with-necklace-of-gems,1901,Pablo_Picasso
9985,Post_Impressionism,woman-leaving-the-bath,1901,Pablo_Picasso
9987,Synthetic_Cubism,playing-card-and-glass,1914,Pablo_Picasso
9989,Post_Impressionism,a-boy-with-pipe,1905,Pablo_Picasso
9990,Expressionism,spaniard,1906,Pablo_Picasso
9993,Expressionism,seated-nude,1906,Pablo_Picasso
9994,Synthetic_Cubism,bottle-of-vieux-marc-glass-and-newspaper,1913,Pablo_Picasso
9995,Naive_Art_Primitivism,seated-man-playing-flute,1967,Pablo_Picasso
9996,Post_Impressionism,curtain-for-the-ballet-parade,1917,Pablo_Picasso
9997,Cubism,female-nude,1941,Pablo_Picasso
9998,Cubism,on-the-beach-dinard,1928,Pablo_Picasso
9999,Cubism,portrait-of-sylvette-david-in-green-chair,1954,Pablo_Picasso
10001,Cubism,bull-plate-xi,1946,Pablo_Picasso
10002,Symbolism,hurdy-gurdy,1905,Pablo_Picasso
10003,Cubism,interior-with-easel,1926,Pablo_Picasso
10004,Impressionism,snackbar-in-the-open-air,1900,Pablo_Picasso
10006,Cubism,portrait-of-sylvette-david,1954,Pablo_Picasso
10007,Expressionism,dancer,1919,Pablo_Picasso
10008,Expressionism,minotaur-is-dying,1933,Pablo_Picasso
10009,Expressionism,self-portrait,1906,Pablo_Picasso
10010,Cubism,bust-of-woman-with-yellow-ribbon-jacqueline,1962,Pablo_Picasso
10011,Realism,head-of-a-child,1896,Pablo_Picasso
10012,Post_Impressionism,the-fourteenth-of-july,1901,Pablo_Picasso
10014,Synthetic_Cubism,the-guitar,1916,Pablo_Picasso
10015,Cubism,composition-with-skull,1908,Pablo_Picasso
10016,Expressionism,woman-with-brooch,1944,Pablo_Picasso
10017,Cubism,cat-eating-a-bird,1939,Pablo_Picasso
10018,Expressionism,picador,1900,Pablo_Picasso
10019,Analytical_Cubism,harlequin-leaning,1909,Pablo_Picasso
10024,Post_Impressionism,two-naked-women,1906,Pablo_Picasso
10025,Post_Impressionism,portrait-of-the-artist,1903,Pablo_Picasso
10026,Cubism,woman-sitting-in-an-armchair,1938,Pablo_Picasso
10027,Post_Impressionism,seated-female-nude,1905,Pablo_Picasso
10028,Impressionism,public-garden,1901,Pablo_Picasso
10029,Post_Impressionism,seated-monkey,1905,Pablo_Picasso
10030,Expressionism,the-bread-carrier,1905,Pablo_Picasso
10031,Cubism,bust-of-woman,1936,Pablo_Picasso
10032,Cubism,portrait-of-manuel-pallares,1909,Pablo_Picasso
10035,Cubism,glass-bottle-packet-of-tobacco,1922,Pablo_Picasso
10036,Cubism,a-girl-from-avignon,1907,Pablo_Picasso
10037,Cubism,nude-bust,1907,Pablo_Picasso
10038,Cubism,crane-book-and-oil-lamp,1946,Pablo_Picasso
10039,Expressionism,exotic-flowers,1907,Pablo_Picasso
10040,Expressionism,the-absinthe-drinker,1901,Pablo_Picasso
10041,Expressionism,the-visit-the-two-sisters,1902,Pablo_Picasso
10042,Expressionism,bull-plate-ii,1945,Pablo_Picasso
10043,Expressionism,lying-female-nude,1964,Pablo_Picasso
10044,Cubism,drawing-woman-surrounded-by-her-children,1950,Pablo_Picasso
10045,Analytical_Cubism,woman-with-a-mandolin,1909,Pablo_Picasso
10046,Synthetic_Cubism,student-with-newspaper,1913,Pablo_Picasso
10047,Expressionism,portrait-of-seniora-soler-girl-in-a-chemise,1903,Pablo_Picasso
10048,Post_Impressionism,dutch-landscape-with-windmills,1905,Pablo_Picasso
10049,Cubism,still-life-with-gobleet,1914,Pablo_Picasso
10050,Cubism,still-life-with-skull-of-ox,1942,Pablo_Picasso
10051,Post_Impressionism,mother-and-child-behind-the-bouquet-of-flowers,1901,Pablo_Picasso
10052,Synthetic_Cubism,glass-and-bottle-of-suze,1912,Pablo_Picasso
10053,Naive_Art_Primitivism,seated-francoise-with-blue-dress,1949,Pablo_Picasso
10054,Expressionism,standing-nude,1908,Pablo_Picasso
10055,Synthetic_Cubism,pipe-and-card,1914,Pablo_Picasso
10057,Cubism,fruit-dish,1912,Pablo_Picasso
10058,Cubism,still-life-with-bull-s-skull,1939,Pablo_Picasso
10059,Expressionism,self-portrait,1917,Pablo_Picasso
10060,Expressionism,woman-with-hat,1943,Pablo_Picasso
10061,Cubism,nude,1909,Pablo_Picasso
10064,Post_Impressionism,seated-woman,1902,Pablo_Picasso
10066,Analytical_Cubism,souvenir-from-havre,1912,Pablo_Picasso
10067,Art_Nouveau_Modern,scene-design-for-pulcinella,1920,Pablo_Picasso
10068,Cubism,model-for-the-cover-of-minotaur,1933,Pablo_Picasso
10069,Symbolism,boy-with-a-dog,1905,Pablo_Picasso
10072,Realism,fruit-bowl-with-fruit,1918,Pablo_Picasso
10073,Naive_Art_Primitivism,catalan-woman,1911,Pablo_Picasso
10074,Post_Impressionism,portrait-of-petrus-manach,1901,Pablo_Picasso
10075,Post_Impressionism,portrait-of-madame-canals,1905,Pablo_Picasso
10076,Analytical_Cubism,the-piano-accordionist,1911,Pablo_Picasso
10078,Art_Nouveau_Modern,advertisement-for-lecitina-agell,1902,Pablo_Picasso
10079,Post_Impressionism,spouses-sisley-after-the-the-betrothed-by-auguste-renoir,1919,Pablo_Picasso
10080,Naive_Art_Primitivism,painter-and-his-palette,1967,Pablo_Picasso
10081,Cubism,interior-with-girl-drawing,1956,Pablo_Picasso
10082,Cubism,nude-with-drapery-study-for-the-great-dancer,1907,Pablo_Picasso
10083,Cubism,guitar-on-pedestal,1920,Pablo_Picasso
10087,Synthetic_Cubism,still-life-with-violin-and-fruits,1912,Pablo_Picasso
10088,Post_Impressionism,nana,1901,Pablo_Picasso
10089,Post_Impressionism,the-suicide-casagemas,1901,Pablo_Picasso
10090,Post_Impressionism,the-corrida,1901,Pablo_Picasso
10092,Post_Impressionism,the-sun-king,1901,Pablo_Picasso
10095,Expressionism,hairdressing,1906,Pablo_Picasso
10096,Cubism,still-life-with-stone,1924,Pablo_Picasso
10097,Cubism,pedestal-glasses-cups-mandolin,1911,Pablo_Picasso
10098,Symbolism,crouching-beggar,1902,Pablo_Picasso
10100,Impressionism,madrilenian-head-of-young-woman,1901,Pablo_Picasso
10101,Cubism,bull-plate-v,1945,Pablo_Picasso
10102,Synthetic_Cubism,mandolin,1914,Pablo_Picasso
10104,Expressionism,portrait-of-bearded-man-leaning-on-cradle,1920,Pablo_Picasso
10105,Expressionism,untitled,1970,Pablo_Picasso
10106,Expressionism,woman-with-chignon,1901,Pablo_Picasso
10107,Naive_Art_Primitivism,portrait-of-d-m,1943,Pablo_Picasso
10108,Art_Nouveau_Modern,seated-fat-clown,1905,Pablo_Picasso
10109,Analytical_Cubism,guitar-player,1910,Pablo_Picasso
10111,Naive_Art_Primitivism,jacqueline-in-turkish-costume,1955,Pablo_Picasso
10112,Cubism,harlequin-and-woman-with-necklace,1917,Pablo_Picasso
10114,Expressionism,untitled,1958,Pablo_Picasso
10115,Analytical_Cubism,dance-of-the-veils,1907,Pablo_Picasso
10117,Naive_Art_Primitivism,plat-ovale,1953,Pablo_Picasso
10118,Cubism,nude-woman-with-turkish-bonnet,1955,Pablo_Picasso
10120,Synthetic_Cubism,man-with-guitar,1913,Pablo_Picasso
10122,Synthetic_Cubism,guitar,1920,Pablo_Picasso
10123,Naive_Art_Primitivism,jug-with-handle,1954,Pablo_Picasso
10124,Cubism,a-bullfight,1934,Pablo_Picasso
10125,Post_Impressionism,a-spanish-couple-in-front-of-inn,1900,Pablo_Picasso
10126,Expressionism,teenagers,1906,Pablo_Picasso
10127,Expressionism,the-absinthe-drinker-portrait-of-angel-fernandez-de-soto,1903,Pablo_Picasso
10128,Expressionism,female-nude-sitting-in-the-armchair,1964,Pablo_Picasso
10129,Synthetic_Cubism,au-bon-marche,1913,Pablo_Picasso
10132,Analytical_Cubism,the-aficionado-the-torero,1912,Pablo_Picasso
10134,Cubism,fruit-in-a-vase,1909,Pablo_Picasso
10135,Post_Impressionism,pierrot-with-a-mask,1918,Pablo_Picasso
